Taxon,Genus,Species,Taxon Aphia ID,Soniferous Category,Reference Aphia ID,Notes
Acentrogobius viganensis,Acentrogobius,viganensis,278788,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius violarisi,Acentrogobius,violarisi,1376175,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius virgatulus,Acentrogobius,virgatulus,1495508,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius viridipunctatus,Acentrogobius,viridipunctatus,219369,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentronichthys fissipinnis,Acentronichthys,fissipinnis,1605248,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentronichthys leptos,Acentronichthys,leptos,1010361,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentronura breviperula,Acentronura,breviperula,309247,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentronura gracilissima,Acentronura,gracilissima,217980,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentronura gracillima,Acentronura,gracillima,217978,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentronura tentaculata,Acentronura,tentaculata,217979,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrophryne dolichonema,Acentrophryne,dolichonema,279484,Unknown or undetermined,452074,
Acentrophryne longidens,Acentrophryne,longidens,279485,Unknown or undetermined,452074,
Aceratias macrorhinus,Aceratias,macrorhinus,298285,Unknown or undetermined,452074,
Acestridium colombiense,Acestridium,colombiense,1525288,Likely to produce sound under natural conditions but unconfirmed,452075,
Acestridium dichromum,Acestridium,dichromum,1010313,Likely to produce sound under natural conditions but unconfirmed,452075,
Acestridium discus,Acestridium,discus,1017674,Likely to produce sound under natural conditions but unconfirmed,452075,
Acestridium gymnogaster,Acestridium,gymnogaster,1008223,Likely to produce sound under natural conditions but unconfirmed,452075,
Acestridium martini,Acestridium,martini,1010314,Likely to produce sound under natural conditions but unconfirmed,452075,
Acestridium scutatum,Acestridium,scutatum,1008224,Likely to produce sound under natural conditions but unconfirmed,452075,
Acestridium triplax,Acestridium,triplax,1008650,Likely to produce sound under natural conditions but unconfirmed,452075,
Acestrocephalus acutus,Acestrocephalus,acutus,1008855,Likely to produce sound under natural conditions but unconfirmed,452075,
Acestrocephalus anomalus,Acestrocephalus,anomalus,1466506,Likely to produce sound under natural conditions but unconfirmed,452075,
Acestrocephalus boehlkei,Acestrocephalus,boehlkei,1012665,Likely to produce sound under natural conditions but unconfirmed,452075,
Acestrocephalus maculosus,Acestrocephalus,maculosus,1008857,Likely to produce sound under natural conditions but unconfirmed,452075,
Acestrocephalus nigrifasciatus,Acestrocephalus,nigrifasciatus,1008854,Likely to produce sound under natural conditions but unconfirmed,452075,
Acestrocephalus pallidus,Acestrocephalus,pallidus,1008856,Likely to produce sound under natural conditions but unconfirmed,452075,
Acestrocephalus sardina,Acestrocephalus,sardina,1010237,Likely to produce sound under natural conditions but unconfirmed,452075,
Acestrocephalus stigmatus,Acestrocephalus,stigmatus,1008858,Likely to produce sound under natural conditions but unconfirmed,452075,
Acestrorhynchus abbreviatus,Acestrorhynchus,abbreviatus,1423173,Does not or is unlikely to produce sound under natural conditions,452075,
Acestrorhynchus altus,Acestrorhynchus,altus,1013220,Does not or is unlikely to produce sound under natural conditions,452075,
Acestrorhynchus britskii,Acestrorhynchus,britskii,1013218,Does not or is unlikely to produce sound under natural conditions,452075,
Acestrorhynchus falcatus,Acestrorhynchus,falcatus,874265,Does not or is unlikely to produce sound under natural conditions,452075,
Acestrorhynchus falcirostris,Acestrorhynchus,falcirostris,1417992,Does not or is unlikely to produce sound under natural conditions,452075,
Acestrorhynchus grandoculis,Acestrorhynchus,grandoculis,1012127,Does not or is unlikely to produce sound under natural conditions,452075,
Acestrorhynchus heterolepis,Acestrorhynchus,heterolepis,1423145,Does not or is unlikely to produce sound under natural conditions,452075,
Acestrorhynchus isalineae,Acestrorhynchus,isalineae,1012125,Does not or is unlikely to produce sound under natural conditions,452075,
Acestrorhynchus lacustris,Acestrorhynchus,lacustris,1391243,Does not or is unlikely to produce sound under natural conditions,452075,
Acestrorhynchus maculipinna,Acestrorhynchus,maculipinna,1012126,Does not or is unlikely to produce sound under natural conditions,452075,
Acestrorhynchus microlepis,Acestrorhynchus,microlepis,1010773,Does not or is unlikely to produce sound under natural conditions,452075,
Acestrorhynchus minimus,Acestrorhynchus,minimus,1013219,Does not or is unlikely to produce sound under natural conditions,452075,
Acestrorhynchus nasutus,Acestrorhynchus,nasutus,1017511,Does not or is unlikely to produce sound under natural conditions,452075,
Acestrorhynchus pantaneiro,Acestrorhynchus,pantaneiro,1008679,Does not or is unlikely to produce sound under natural conditions,452075,
Acheilognathus asmussii,Acheilognathus,asmussii,1020529,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus barbatulus,Acheilognathus,barbatulus,1014925,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus barbatus,Acheilognathus,barbatus,1016229,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus binidentatus,Acheilognathus,binidentatus,1009909,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus brevicaudatus,Acheilognathus,brevicaudatus,1524136,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus changtingensis,Acheilognathus,changtingensis,1384596,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus coreanus,Acheilognathus,coreanus,1467854,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus cyanostigma,Acheilognathus,cyanostigma,1017837,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus deignani,Acheilognathus,deignani,1014434,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus elongatoides,Acheilognathus,elongatoides,1009922,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus elongatus,Acheilognathus,elongatus,1017027,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus fasciodorsalis,Acheilognathus,fasciodorsalis,1009902,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus gracilis,Acheilognathus,gracilis,1013567,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus hondae,Acheilognathus,hondae,1525907,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus hypselonotus,Acheilognathus,hypselonotus,1020565,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus imberbis,Acheilognathus,imberbis,1421319,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus imfasciodorsalis,Acheilognathus,imfasciodorsalis,1009903,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus intermedia,Acheilognathus,intermedia,1021973,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus kyphus,Acheilognathus,kyphus,1524301,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus lanchiensis,Acheilognathus,lanchiensis,1495509,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus longibarbatus,Acheilognathus,longibarbatus,1012622,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus longipinnis,Acheilognathus,longipinnis,1526167,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus macromandibularis,Acheilognathus,macromandibularis,1010290,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus macropterus,Acheilognathus,macropterus,279486,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus majusculus,Acheilognathus,majusculus,1384133,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus melanogaster,Acheilognathus,melanogaster,279487,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus meridianus,Acheilognathus,meridianus,1014923,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus microphysa,Acheilognathus,microphysa,1523901,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus nanchongensis,Acheilognathus,nanchongensis,1493125,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus nguyenvanhaoi,Acheilognathus,nguyenvanhaoi,1007208,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus omeiensis,Acheilognathus,omeiensis,1015521,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus peihoensis,Acheilognathus,peihoensis,1017831,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus polylepis,Acheilognathus,polylepis,1013561,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus polyspinus,Acheilognathus,polyspinus,1012621,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus rhombeus,Acheilognathus,rhombeus,1022001,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus striatus,Acheilognathus,striatus,1008098,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus tabira,Acheilognathus,tabira,1017240,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus taenianalis,Acheilognathus,taenianalis,1026267,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus tonkinensis,Acheilognathus,tonkinensis,1013099,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus typus,Acheilognathus,typus,1021108,Likely to produce sound under natural conditions but unconfirmed,452075,
Acheilognathus yamatsutae,Acheilognathus,yamatsutae,1016025,Likely to produce sound under natural conditions but unconfirmed,452075,
Achiroides leucorhynchos,Achiroides,leucorhynchos,279488,Does not or is unlikely to produce sound under natural conditions,452075,
Achiroides melanorhynchus,Achiroides,melanorhynchus,279489,Does not or is unlikely to produce sound under natural conditions,452075,
Achiropsetta tricholepis,Achiropsetta,tricholepis,234676,Does not or is unlikely to produce sound under natural conditions,452075,
Achirus achirus,Achirus,achirus,279490,Does not or is unlikely to produce sound under natural conditions,452075,
Achirus declivis,Achirus,declivis,279491,Does not or is unlikely to produce sound under natural conditions,452075,
Achirus klunzingeri,Achirus,klunzingeri,279492,Does not or is unlikely to produce sound under natural conditions,452075,
Achirus lineatus,Achirus,lineatus,279493,Does not or is unlikely to produce sound under natural conditions,452075,
Achirus maculipinnis,Achirus,maculipinnis,298256,Does not or is unlikely to produce sound under natural conditions,452075,
Achirus mazatlanus,Achirus,mazatlanus,279494,Does not or is unlikely to produce sound under natural conditions,452075,
Achirus mucuri,Achirus,mucuri,712914,Does not or is unlikely to produce sound under natural conditions,452075,
Achirus novoae,Achirus,novoae,1012199,Does not or is unlikely to produce sound under natural conditions,452075,
Achirus scutum,Achirus,scutum,279495,Does not or is unlikely to produce sound under natural conditions,452075,
Achirus zebrinus,Achirus,zebrinus,279496,Does not or is unlikely to produce sound under natural conditions,452075,
Achoerodus gouldii,Achoerodus,gouldii,279497,Likely to produce sound under natural conditions but unconfirmed,452075,
Achoerodus viridis,Achoerodus,viridis,279498,Likely to produce sound under natural conditions but unconfirmed,452075,
