Taxon,Genus,Species,Taxon Aphia ID,Soniferous Category,Reference Aphia ID,Notes
Labeobarbus ensis,Labeobarbus,ensis,1017873,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus ethiopicus,Labeobarbus,ethiopicus,1014951,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus fasolt,Labeobarbus,fasolt,1017310,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus fimbriatus,Labeobarbus,fimbriatus,1525542,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus gananensis,Labeobarbus,gananensis,1026315,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus gestetneri,Labeobarbus,gestetneri,1012523,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus girardi,Labeobarbus,girardi,1017874,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus gorgorensis,Labeobarbus,gorgorensis,1469451,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus gorguari,Labeobarbus,gorguari,1022584,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus gruveli,Labeobarbus,gruveli,1017804,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus gulielmi,Labeobarbus,gulielmi,1017875,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus habereri,Labeobarbus,habereri,1017640,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus huloti,Labeobarbus,huloti,1012811,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus humphri,Labeobarbus,humphri,1012810,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus intermedius,Labeobarbus,intermedius,1014880,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus iphthimostoma,Labeobarbus,iphthimostoma,1012975,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus iturii,Labeobarbus,iturii,1016012,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus jaegeri,Labeobarbus,jaegeri,1015912,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus johnstonii,Labeobarbus,johnstonii,1526111,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus jubae,Labeobarbus,jubae,1012083,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus jubbi,Labeobarbus,jubbi,1013392,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus kimberleyensis,Labeobarbus,kimberleyensis,1017491,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus lagensis,Labeobarbus,lagensis,1421315,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus latirostris,Labeobarbus,latirostris,1526104,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus leleupanus,Labeobarbus,leleupanus,1013883,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus longidorsalis,Labeobarbus,longidorsalis,1015402,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus longifilis,Labeobarbus,longifilis,1525395,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus longissimus,Labeobarbus,longissimus,1010655,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus lucius,Labeobarbus,lucius,1017872,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus lufupensis,Labeobarbus,lufupensis,1012522,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus macroceps,Labeobarbus,macroceps,1592301,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus macrolepidotus,Labeobarbus,macrolepidotus,1015632,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus macrolepis,Labeobarbus,macrolepis,1019726,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus macrophtalmus,Labeobarbus,macrophtalmus,1480134,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus malacanthus,Labeobarbus,malacanthus,1017787,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus marequensis,Labeobarbus,marequensis,1026324,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus mariae,Labeobarbus,mariae,1016287,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus maroccanus,Labeobarbus,maroccanus,1470217,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus matris,Labeobarbus,matris,1016083,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus mawambi,Labeobarbus,mawambi,1017308,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus mawambiensis,Labeobarbus,mawambiensis,1526007,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus mbami,Labeobarbus,mbami,1525518,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus megastoma,Labeobarbus,megastoma,1010658,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus microbarbis,Labeobarbus,microbarbis,1026326,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus micronema,Labeobarbus,micronema,1018652,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus microterolepis,Labeobarbus,microterolepis,1018873,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus mirabilis,Labeobarbus,mirabilis,1017309,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus mungoensis,Labeobarbus,mungoensis,1012925,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus nanningsi,Labeobarbus,nanningsi,1015598,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus natalensis,Labeobarbus,natalensis,1015581,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus nedgia,Labeobarbus,nedgia,1018809,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus nelspruitensis,Labeobarbus,nelspruitensis,1017782,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus nthuwa,Labeobarbus,nthuwa,1008550,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus nzadimalawu,Labeobarbus,nzadimalawu,1493707,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus nzadinkisi,Labeobarbus,nzadinkisi,1493708,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus osseensis,Labeobarbus,osseensis,1010228,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus oxyrhynchus,Labeobarbus,oxyrhynchus,1016002,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus pagenstecheri,Labeobarbus,pagenstecheri,1019880,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus parawaldroni,Labeobarbus,parawaldroni,1011722,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus paucisquamatus,Labeobarbus,paucisquamatus,1525396,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus pellegrini,Labeobarbus,pellegrini,1014332,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus petitjeani,Labeobarbus,petitjeani,1013703,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus platydorsus,Labeobarbus,platydorsus,1010667,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus platyrhinus,Labeobarbus,platyrhinus,1018979,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus platystomus,Labeobarbus,platystomus,1017305,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus pojeri,Labeobarbus,pojeri,1014562,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus polylepis,Labeobarbus,polylepis,1017463,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus progenys,Labeobarbus,progenys,1018746,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus pungweensis,Labeobarbus,pungweensis,1013884,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus reinii,Labeobarbus,reinii,1020431,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus rhinoceros,Labeobarbus,rhinoceros,1015016,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus rhinophorus,Labeobarbus,rhinophorus,1017869,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus robertsi,Labeobarbus,robertsi,1012095,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus rocadasi,Labeobarbus,rocadasi,1017870,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus rosae,Labeobarbus,rosae,1017871,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus roylii,Labeobarbus,roylii,1017639,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus ruandae,Labeobarbus,ruandae,1017306,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus ruasae,Labeobarbus,ruasae,1026331,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus ruwenzorii,Labeobarbus,ruwenzorii,1017921,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus sacratus,Labeobarbus,sacratus,1013649,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus sandersi,Labeobarbus,sandersi,1017638,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus seeberi,Labeobarbus,seeberi,1525900,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus semireticulatus,Labeobarbus,semireticulatus,1016533,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus somereni,Labeobarbus,somereni,1017786,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus stappersii,Labeobarbus,stappersii,1016730,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus steindachneri,Labeobarbus,steindachneri,1017862,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus stenostoma,Labeobarbus,stenostoma,1017866,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus surkis,Labeobarbus,surkis,1022585,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus tornieri,Labeobarbus,tornieri,1018454,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus trachypterus,Labeobarbus,trachypterus,1014330,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus tropidolepis,Labeobarbus,tropidolepis,1014241,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus truttiformis,Labeobarbus,truttiformis,1026353,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus tsanensis,Labeobarbus,tsanensis,1525731,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus upembensis,Labeobarbus,upembensis,1012520,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus urotaenia,Labeobarbus,urotaenia,1017467,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus varicostoma,Labeobarbus,varicostoma,1017867,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus versluysii,Labeobarbus,versluysii,1015958,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus werneri,Labeobarbus,werneri,1016011,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus wittei,Labeobarbus,wittei,1012974,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus wurtzi,Labeobarbus,wurtzi,1026355,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeobarbus xyrocheilus,Labeobarbus,xyrocheilus,1010537,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeotropheus artatorostris,Labeotropheus,artatorostris,1524448,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeotropheus chlorosiglos,Labeotropheus,chlorosiglos,1524528,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeotropheus fuelleborni,Labeotropheus,fuelleborni,1016252,Likely to produce sound under natural conditions but unconfirmed,452074,
Labeotropheus simoneae,Labeotropheus,simoneae,1524532,Likely to produce sound under natural conditions but unconfirmed,452075,
Labeotropheus trewavasae,Labeotropheus,trewavasae,1013982,Likely to produce sound under natural conditions but unconfirmed,452075,
Labichthys carinatus,Labichthys,carinatus,158588,Does not or is unlikely to produce sound under natural conditions,452075,
Labichthys yanoi,Labichthys,yanoi,275442,Does not or is unlikely to produce sound under natural conditions,452075,
Labidesthes sicculus,Labidesthes,sicculus,422550,Does not or is unlikely to produce sound under natural conditions,452075,
Labidesthes vanhyningi,Labidesthes,vanhyningi,1383216,Does not or is unlikely to produce sound under natural conditions,452075,
Labidochromis caeruleus,Labidochromis,caeruleus,1013981,Likely to produce sound under natural conditions but unconfirmed,452075,
Labidochromis chisumulae,Labidochromis,chisumulae,1012241,Likely to produce sound under natural conditions but unconfirmed,452075,
Labidochromis flavigulis,Labidochromis,flavigulis,1012242,Likely to produce sound under natural conditions but unconfirmed,452075,
Labidochromis freibergi,Labidochromis,freibergi,1012896,Likely to produce sound under natural conditions but unconfirmed,452075,
Labidochromis gigas,Labidochromis,gigas,1012243,Likely to produce sound under natural conditions but unconfirmed,452075,
Labidochromis heterodon,Labidochromis,heterodon,1012244,Likely to produce sound under natural conditions but unconfirmed,452075,
Labidochromis ianthinus,Labidochromis,ianthinus,1383757,Likely to produce sound under natural conditions but unconfirmed,452075,
Labidochromis lividus,Labidochromis,lividus,1012245,Likely to produce sound under natural conditions but unconfirmed,452075,
Labidochromis maculicauda,Labidochromis,maculicauda,1012246,Likely to produce sound under natural conditions but unconfirmed,452075,
Labidochromis mathotho,Labidochromis,mathotho,1012782,Likely to produce sound under natural conditions but unconfirmed,452075,
Labidochromis mbenjii,Labidochromis,mbenjii,1011427,Likely to produce sound under natural conditions but unconfirmed,452075,
Labidochromis mylodon,Labidochromis,mylodon,1383758,Likely to produce sound under natural conditions but unconfirmed,452075,
Labidochromis pallidus,Labidochromis,pallidus,1012248,Likely to produce sound under natural conditions but unconfirmed,452075,
Labidochromis shiranus,Labidochromis,shiranus,1012249,Likely to produce sound under natural conditions but unconfirmed,452075,
Labidochromis strigatus,Labidochromis,strigatus,1012250,Likely to produce sound under natural conditions but unconfirmed,452075,
Labidochromis textilis,Labidochromis,textilis,1012848,Likely to produce sound under natural conditions but unconfirmed,452075,
Labidochromis vellicans,Labidochromis,vellicans,1015275,Likely to produce sound under natural conditions but unconfirmed,452075,
Labidochromis zebroides,Labidochromis,zebroides,1383759,Likely to produce sound under natural conditions but unconfirmed,452075,
Labiobarbus cyanopareja,Labiobarbus,cyanopareja,1418555,Likely to produce sound under natural conditions but unconfirmed,452075,
Labiobarbus fasciatus,Labiobarbus,fasciatus,1018594,Likely to produce sound under natural conditions but unconfirmed,452075,
Labiobarbus festivus,Labiobarbus,festivus,1418507,Likely to produce sound under natural conditions but unconfirmed,452075,
Labiobarbus lamellifer,Labiobarbus,lamellifer,1384069,Likely to produce sound under natural conditions but unconfirmed,452075,
Labiobarbus leptocheilus,Labiobarbus,leptocheilus,1026609,Likely to produce sound under natural conditions but unconfirmed,452075,
Labiobarbus lineatus,Labiobarbus,lineatus,1020110,Likely to produce sound under natural conditions but unconfirmed,452075,
Labiobarbus ocellatus,Labiobarbus,ocellatus,1021717,Likely to produce sound under natural conditions but unconfirmed,452075,
Labiobarbus sabanus,Labiobarbus,sabanus,1013691,Likely to produce sound under natural conditions but unconfirmed,452075,
Labiobarbus siamensis,Labiobarbus,siamensis,1015553,Likely to produce sound under natural conditions but unconfirmed,452075,
Labracinus atrofasciatus,Labracinus,atrofasciatus,281241,Does not or is unlikely to produce sound under natural conditions,452075,
Labracinus cyclophthalmus,Labracinus,cyclophthalmus,281242,Does not or is unlikely to produce sound under natural conditions,452075,
Labracinus lineatus,Labracinus,lineatus,281243,Does not or is unlikely to produce sound under natural conditions,452075,
Labracoglossa argenteiventris,Labracoglossa,argenteiventris,281245,Likely to produce sound under natural conditions but unconfirmed,452075,
Labracoglossa nitida,Labracoglossa,nitida,281246,Likely to produce sound under natural conditions but unconfirmed,452075,
Labrichthys tetrica,Labrichthys,tetrica,298248,Likely to produce sound under natural conditions but unconfirmed,452075,
Labrichthys unilineatus,Labrichthys,unilineatus,219013,Likely to produce sound under natural conditions but unconfirmed,452075,
Labrisomus conditus,Labrisomus,conditus,398619,Does not or is unlikely to produce sound under natural conditions,452075,
Labrisomus cricota,Labrisomus,cricota,281249,Does not or is unlikely to produce sound under natural conditions,452075,
Labrisomus fernandezianus,Labrisomus,fernandezianus,281251,Does not or is unlikely to produce sound under natural conditions,452075,
Labrisomus jenkinsi,Labrisomus,jenkinsi,281256,Does not or is unlikely to produce sound under natural conditions,452075,
Labrisomus multiporosus,Labrisomus,multiporosus,281258,Does not or is unlikely to produce sound under natural conditions,452075,
Labrisomus nuchipinnis,Labrisomus,nuchipinnis,281260,Does not or is unlikely to produce sound under natural conditions,452075,
Labrisomus philippii,Labrisomus,philippii,281261,Does not or is unlikely to produce sound under natural conditions,452075,
Labrisomus pomaspilus,Labrisomus,pomaspilus,281262,Does not or is unlikely to produce sound under natural conditions,452075,
Labrisomus socorroensis,Labrisomus,socorroensis,281263,Does not or is unlikely to produce sound under natural conditions,452075,
Labrisomus wigginsi,Labrisomus,wigginsi,281265,Does not or is unlikely to produce sound under natural conditions,452075,
Labrisomus xanti,Labrisomus,xanti,281266,Does not or is unlikely to produce sound under natural conditions,452075,
Labroides bicolor,Labroides,bicolor,219015,Likely to produce sound under natural conditions but unconfirmed,452075,
Labroides dimidiatus,Labroides,dimidiatus,219014,Likely to produce sound under natural conditions but unconfirmed,452075,
Labroides pectoralis,Labroides,pectoralis,278689,Likely to produce sound under natural conditions but unconfirmed,452075,
Labroides phthirophagus,Labroides,phthirophagus,278690,Likely to produce sound under natural conditions but unconfirmed,452075,
Labroides rubrolabiatus,Labroides,rubrolabiatus,278691,Likely to produce sound under natural conditions but unconfirmed,452075,
Labropsis alleni,Labropsis,alleni,278463,Likely to produce sound under natural conditions but unconfirmed,452075,
Labropsis australis,Labropsis,australis,278464,Likely to produce sound under natural conditions but unconfirmed,452075,
Labropsis manabei,Labropsis,manabei,278465,Likely to produce sound under natural conditions but unconfirmed,452075,
Labropsis micronesica,Labropsis,micronesica,278466,Likely to produce sound under natural conditions but unconfirmed,452075,
Labropsis polynesica,Labropsis,polynesica,278467,Likely to produce sound under natural conditions but unconfirmed,452075,
Labropsis xanthonota,Labropsis,xanthonota,219016,Likely to produce sound under natural conditions but unconfirmed,452075,
Labrus bergylta,Labrus,bergylta,126965,Likely to produce sound under natural conditions but unconfirmed,452075,
Labrus merula,Labrus,merula,126967,Likely to produce sound under natural conditions but unconfirmed,452075,
Labrus mixtus,Labrus,mixtus,151501,Produces passive sound under natural conditions,452121,
Labrus viridis,Labrus,viridis,126968,Produces active and passive sound under natural conditions,452024,
Lacantunia enigmatica,Lacantunia,enigmatica,1009280,Does not or is unlikely to produce sound under natural conditions,452075,
Lacerta agilis,Lacerta,agilis,1506598,Unknown or undetermined,,
Lacerta vivipara,Lacerta,vivipara,1494885,Unknown or undetermined,,
Lachneratus phasmaticus,Lachneratus,phasmaticus,218368,Likely to produce sound under natural conditions but unconfirmed,452075,
Lachnolaimus maximus,Lachnolaimus,maximus,158822,Likely to produce sound under natural conditions but unconfirmed,452136,
Laciris pelagica,Laciris,pelagica,1015749,Does not or is unlikely to produce sound under natural conditions,452075,
Lactarius lactarius,Lactarius,lactarius,218381,Does not or is unlikely to produce sound under natural conditions,452075,
Lactophrys bicaudalis,Lactophrys,bicaudalis,275874,Produces active and passive sound under natural conditions,452136,
Lactophrys trigonus,Lactophrys,trigonus,158931,Produces passive sound under natural conditions,452136,
Lactophrys triqueter,Lactophrys,triqueter,158932,Likely to produce sound under natural conditions but unconfirmed,452136,
Lactoria cornuta,Lactoria,cornuta,219904,Likely to produce sound under natural conditions but unconfirmed,452068,
Lactoria diaphana,Lactoria,diaphana,219903,Likely to produce sound under natural conditions but unconfirmed,452075,
Lactoria fornasini,Lactoria,fornasini,219902,Likely to produce sound under natural conditions but unconfirmed,452075,
Lactoria paschae,Lactoria,paschae,278031,Likely to produce sound under natural conditions but unconfirmed,452075,
Lacustricola atripinna,Lacustricola,atripinna,1019291,Does not or is unlikely to produce sound under natural conditions,452075,
Lacustricola bragancai,Lacustricola,bragancai,1493709,Does not or is unlikely to produce sound under natural conditions,452075,
Lacustricola bukobanus,Lacustricola,bukobanus,1026670,Does not or is unlikely to produce sound under natural conditions,452075,
Lacustricola centralis,Lacustricola,centralis,1010772,Does not or is unlikely to produce sound under natural conditions,452075,
Lacustricola chobensis,Lacustricola,chobensis,1605402,Does not or is unlikely to produce sound under natural conditions,452075,
Lacustricola hutereaui,Lacustricola,hutereaui,1605403,Does not or is unlikely to produce sound under natural conditions,452075,
Lacustricola jeanneli,Lacustricola,jeanneli,1015400,Does not or is unlikely to produce sound under natural conditions,452075,
Lacustricola kassenjiensis,Lacustricola,kassenjiensis,1026671,Does not or is unlikely to produce sound under natural conditions,452075,
Lacustricola katangae,Lacustricola,katangae,1015578,Does not or is unlikely to produce sound under natural conditions,452075,
Lacustricola kongoranensis,Lacustricola,kongoranensis,1016531,Does not or is unlikely to produce sound under natural conditions,452075,
Lacustricola lacustris,Lacustricola,lacustris,1593807,Does not or is unlikely to produce sound under natural conditions,452075,
Lacustricola lualabaensis,Lacustricola,lualabaensis,1015019,Does not or is unlikely to produce sound under natural conditions,452075,
Lacustricola macrurus,Lacustricola,macrurus,1018646,Does not or is unlikely to produce sound under natural conditions,452075,
Lacustricola maculatus,Lacustricola,maculatus,1013963,Does not or is unlikely to produce sound under natural conditions,452075,
Lacustricola matthesi,Lacustricola,matthesi,1525753,Does not or is unlikely to produce sound under natural conditions,452075,
Lacustricola mediolateralis,Lacustricola,mediolateralis,1013398,Does not or is unlikely to produce sound under natural conditions,452075,
Lacustricola moeruensis,Lacustricola,moeruensis,1017298,Does not or is unlikely to produce sound under natural conditions,452075,
Lacustricola myaposae,Lacustricola,myaposae,1018224,Does not or is unlikely to produce sound under natural conditions,452075,
Lacustricola nigrolateralis,Lacustricola,nigrolateralis,1013399,Does not or is unlikely to produce sound under natural conditions,452075,
Lacustricola nitida,Lacustricola,nitida,1493710,Does not or is unlikely to produce sound under natural conditions,452075,
Lacustricola omoculatus,Lacustricola,omoculatus,1012731,Does not or is unlikely to produce sound under natural conditions,452075,
Lacustricola petnehazyi,Lacustricola,petnehazyi,1605404,Does not or is unlikely to produce sound under natural conditions,452075,
Lacustricola pumilus,Lacustricola,pumilus,1016974,Does not or is unlikely to produce sound under natural conditions,452075,
Lacustricola pygmaeus,Lacustricola,pygmaeus,1536453,Does not or is unlikely to produce sound under natural conditions,452075,
Lacustricola usanguensis,Lacustricola,usanguensis,1012729,Does not or is unlikely to produce sound under natural conditions,452075,
Lacustricola vitschumbaensis,Lacustricola,vitschumbaensis,1016523,Does not or is unlikely to produce sound under natural conditions,452075,
Ladigesia roloffi,Ladigesia,roloffi,1012567,Does not or is unlikely to produce sound under natural conditions,452075,
Ladigesocypris irideus,Ladigesocypris,irideus,1013804,Likely to produce sound under natural conditions but unconfirmed,452075,
Ladigesocypris mermere,Ladigesocypris,mermere,1524813,Likely to produce sound under natural conditions but unconfirmed,452075,
Ladislavia taczanowskii,Ladislavia,taczanowskii,1020663,Likely to produce sound under natural conditions but unconfirmed,452075,
Laemolyta fasciata,Laemolyta,fasciata,1015063,Likely to produce sound under natural conditions but unconfirmed,452075,
Laemolyta fernandezi,Laemolyta,fernandezi,1013572,Likely to produce sound under natural conditions but unconfirmed,452075,
Laemolyta garmani,Laemolyta,garmani,1015809,Likely to produce sound under natural conditions but unconfirmed,452075,
Laemolyta macra,Laemolyta,macra,1524381,Likely to produce sound under natural conditions but unconfirmed,452075,
Laemolyta nitens,Laemolyta,nitens,1467714,Likely to produce sound under natural conditions but unconfirmed,452075,
Laemolyta orinocensis,Laemolyta,orinocensis,1020074,Likely to produce sound under natural conditions but unconfirmed,452075,
Laemolyta proxima,Laemolyta,proxima,1019647,Likely to produce sound under natural conditions but unconfirmed,452075,
Laemolyta taeniata,Laemolyta,taeniata,1021355,Likely to produce sound under natural conditions but unconfirmed,452075,
Laemolyta varia,Laemolyta,varia,1019648,Likely to produce sound under natural conditions but unconfirmed,452075,
Laemonema barbatulum,Laemonema,barbatulum,158979,Likely to produce sound under natural conditions but unconfirmed,452075,
Laemonema compressicauda,Laemonema,compressicauda,217730,Likely to produce sound under natural conditions but unconfirmed,452075,
Laemonema filodorsale,Laemonema,filodorsale,272471,Likely to produce sound under natural conditions but unconfirmed,452075,
Laemonema goodebeanorum,Laemonema,goodebeanorum,158980,Likely to produce sound under natural conditions but unconfirmed,452075,
Laemonema gracillipes,Laemonema,gracillipes,272472,Likely to produce sound under natural conditions but unconfirmed,452075,
Laemonema laureysi,Laemonema,laureysi,272473,Likely to produce sound under natural conditions but unconfirmed,452075,
Laemonema longipes,Laemonema,longipes,272474,Likely to produce sound under natural conditions but unconfirmed,452075,
Laemonema macronema,Laemonema,macronema,217728,Likely to produce sound under natural conditions but unconfirmed,452075,
Laemonema melanurum,Laemonema,melanurum,158986,Likely to produce sound under natural conditions but unconfirmed,452075,
Laemonema modestum,Laemonema,modestum,272475,Likely to produce sound under natural conditions but unconfirmed,452075,
Laemonema nana,Laemonema,nana,272476,Likely to produce sound under natural conditions but unconfirmed,452075,
Laemonema rhodochir,Laemonema,rhodochir,272478,Likely to produce sound under natural conditions but unconfirmed,452075,
Laemonema robustum,Laemonema,robustum,126491,Likely to produce sound under natural conditions but unconfirmed,452075,
Laemonema verecundum,Laemonema,verecundum,272479,Likely to produce sound under natural conditions but unconfirmed,452075,
Laemonema yarrellii,Laemonema,yarrellii,126492,Likely to produce sound under natural conditions but unconfirmed,452075,
Laemonema yuvto,Laemonema,yuvto,272480,Likely to produce sound under natural conditions but unconfirmed,452075,
Laeops clarus,Laeops,clarus,278066,Does not or is unlikely to produce sound under natural conditions,452075,
Laeops cypho,Laeops,cypho,278067,Does not or is unlikely to produce sound under natural conditions,452075,
Laeops gracilis,Laeops,gracilis,278068,Does not or is unlikely to produce sound under natural conditions,452075,
Laeops guentheri,Laeops,guentheri,278069,Does not or is unlikely to produce sound under natural conditions,452075,
Laeops kitaharae,Laeops,kitaharae,278070,Does not or is unlikely to produce sound under natural conditions,452075,
Laeops lanceolata,Laeops,lanceolata,1493711,Does not or is unlikely to produce sound under natural conditions,452075,
Laeops macrophthalmus,Laeops,macrophthalmus,278071,Does not or is unlikely to produce sound under natural conditions,452075,
Laeops natalensis,Laeops,natalensis,219807,Does not or is unlikely to produce sound under natural conditions,452075,
Laeops nigrescens,Laeops,nigrescens,278072,Does not or is unlikely to produce sound under natural conditions,452075,
Laeops nigromaculatus,Laeops,nigromaculatus,219809,Does not or is unlikely to produce sound under natural conditions,452075,
Laeops parviceps,Laeops,parviceps,278073,Does not or is unlikely to produce sound under natural conditions,452075,
Laeops pectoralis,Laeops,pectoralis,219808,Does not or is unlikely to produce sound under natural conditions,452075,
Laeops tungkongensis,Laeops,tungkongensis,278074,Does not or is unlikely to produce sound under natural conditions,452075,
Laetacara araguaiae,Laetacara,araguaiae,1008271,Likely to produce sound under natural conditions but unconfirmed,452075,
Laetacara curviceps,Laetacara,curviceps,1016645,Likely to produce sound under natural conditions but unconfirmed,452075,
Laetacara dorsigera,Laetacara,dorsigera,1022368,Likely to produce sound under natural conditions but unconfirmed,452075,
Laetacara flamannellus,Laetacara,flamannellus,1007548,Likely to produce sound under natural conditions but unconfirmed,452075,
Laetacara flavilabris,Laetacara,flavilabris,1026271,Likely to produce sound under natural conditions but unconfirmed,452075,
Laetacara fulvipinnis,Laetacara,fulvipinnis,1008720,Likely to produce sound under natural conditions but unconfirmed,452075,
Laetacara thayeri,Laetacara,thayeri,1020359,Likely to produce sound under natural conditions but unconfirmed,452075,
Laeviscutella dekimpei,Laeviscutella,dekimpei,281267,Unknown or undetermined,452074,
